President       Date Approve Disapprove    Inaug Days
2078      Obama  4/25/2011      44         47  1/20/09  825
2079      Obama  4/23/2011      44         46  1/20/09  823
2080      Obama  4/22/2011      44         47  1/20/09  822
2081      Obama  4/21/2011      44         47  1/20/09  821
2082      Obama  4/20/2011      43         49  1/20/09  820
2083      Obama  4/19/2011      42         49  1/20/09  819
2084      Obama  4/18/2011      44         48  1/20/09  818
2085      Obama  4/17/2011      44         47  1/20/09  817
2086      Obama  4/16/2011      44         47  1/20/09  816
2087      Obama  4/15/2011      41         49  1/20/09  815
2088      Obama  4/14/2011      41         50  1/20/09  814
2089      Obama  4/13/2011      42         50  1/20/09  813
2090      Obama  4/12/2011      44         48  1/20/09  812
2091      Obama  4/11/2011      46         46  1/20/09  811
2092      Obama  4/10/2011      45         46  1/20/09  810
2093      Obama   4/9/2011      45         46  1/20/09  809
2094      Obama   4/8/2011      44         47  1/20/09  808
2095      Obama   4/7/2011      45         47  1/20/09  807
2096      Obama   4/6/2011      45         47  1/20/09  806
2097      Obama   4/5/2011      45         45  1/20/09  805
2098      Obama   4/4/2011      46         45  1/20/09  804
2099      Obama   4/3/2011      46         45  1/20/09  803
2100      Obama   4/2/2011      46         46  1/20/09  802
2101      Obama   4/1/2011      46         45  1/20/09  801
2102      Obama  3/31/2011      47         44  1/20/09  800
2103      Obama  3/30/2011      49         43  1/20/09  799
2104      Obama  3/29/2011      49         44  1/20/09  798
2105      Obama  3/28/2011      48         45  1/20/09  797
2106      Obama  3/27/2011      45         48  1/20/09  796
2107      Obama  3/26/2011      46         46  1/20/09  795
2108      Obama  3/25/2011      47         46  1/20/09  794
2109      Obama  3/24/2011      46         46  1/20/09  793
2110      Obama  3/23/2011      45         46  1/20/09  792
2111      Obama  3/22/2011      45         46  1/20/09  791
2112      Obama  3/21/2011      44         46  1/20/09  790
2113      Obama  3/20/2011      46         44  1/20/09  789
2114      Obama  3/19/2011      46         45  1/20/09  788
2115      Obama  3/18/2011      49         43  1/20/09  787
2116      Obama  3/17/2011      51         42  1/20/09  786
2117      Obama  3/16/2011      50         43  1/20/09  785
2118      Obama  3/15/2011      48         44  1/20/09  784
2119      Obama  3/13/2011      46         44  1/20/09  782
2120      Obama  3/12/2011      46         45  1/20/09  781
2121      Obama  3/11/2011      49         43  1/20/09  780
2122      Obama  3/10/2011      47         45  1/20/09  779
2123      Obama   3/9/2011      47         45  1/20/09  778
2124      Obama   3/8/2011      45         48  1/20/09  777
2125      Obama   3/7/2011      46         46  1/20/09  776
2126      Obama   3/6/2011      47         45  1/20/09  775
2127      Obama   3/5/2011      47         45  1/20/09  774
2128      Obama   3/4/2011      47         44  1/20/09  773
2129      Obama   3/3/2011      45         46  1/20/09  772
2130      Obama   3/2/2011      46         47  1/20/09  771
2131      Obama   3/1/2011      45         46  1/20/09  770
2132      Obama  2/28/2011      45         46  1/20/09  769
2133      Obama  2/27/2011      47         44  1/20/09  768
2134      Obama  2/26/2011      49         44  1/20/09  767
2135      Obama  2/25/2011      50         42  1/20/09  766
2136      Obama  2/24/2011      48         44  1/20/09  765
2137      Obama  2/23/2011      46         46  1/20/09  764
2138      Obama  2/22/2011      47         45  1/20/09  763
2139      Obama  2/21/2011      46         45  1/20/09  762
2140      Obama  2/20/2011      48         43  1/20/09  761
2141      Obama  2/19/2011      48         44  1/20/09  760
2142      Obama  2/18/2011      51         42  1/20/09  759
2143      Obama  2/17/2011      49         43  1/20/09  758
2144      Obama  2/16/2011      48         43  1/20/09  757
2145      Obama  2/15/2011      46         46  1/20/09  756
2146      Obama  2/14/2011      48         44  1/20/09  755
2147      Obama  2/13/2011      49         43  1/20/09  754
2148      Obama  2/12/2011      49         42  1/20/09  753
2149      Obama  2/11/2011      48         44  1/20/09  752
2150      Obama  2/10/2011      47         44  1/20/09  751
2151      Obama   2/9/2011      48         44  1/20/09  750
2152      Obama   2/8/2011      47         44  1/20/09  749
2153      Obama   2/7/2011      46         45  1/20/09  748
2154      Obama   2/5/2011      46         45  1/20/09  746
2155      Obama   2/4/2011      45         47  1/20/09  745
2156      Obama   2/3/2011      46         46  1/20/09  744
2157      Obama   2/2/2011      48         45  1/20/09  743
2158      Obama   2/1/2011      50         42  1/20/09  742
2159      Obama  1/31/2011      50         41  1/20/09  741
2160      Obama  1/30/2011      50         42  1/20/09  740
2161      Obama  1/29/2011      50         41  1/20/09  739
2162      Obama  1/28/2011      50         41  1/20/09  738
2163      Obama  1/27/2011      49         41  1/20/09  737
2164      Obama  1/26/2011      49         42  1/20/09  736
2165      Obama  1/25/2011      49         43  1/20/09  735
2166      Obama  1/24/2011      50         42  1/20/09  734
2167      Obama  1/23/2011      50         42  1/20/09  733
2168      Obama  1/22/2011      49         42  1/20/09  732
2169      Obama  1/21/2011      51         41  1/20/09  731
2170      Obama  1/20/2011      50         42  1/20/09  730
2171      Obama  1/19/2011      51         42  1/20/09  729
2172      Obama  1/18/2011      49         43  1/20/09  728
2173      Obama  1/17/2011      50         42  1/20/09  727
2174      Obama  1/16/2011      48         42  1/20/09  726
2175      Obama  1/15/2011      49         42  1/20/09  725
2176      Obama  1/14/2011      49         43  1/20/09  724
2177      Obama  1/13/2011      49         43  1/20/09  723
2178      Obama  1/12/2011      48         45  1/20/09  722
2179      Obama  1/11/2011      48         44  1/20/09  721
2180      Obama   1/9/2011      49         43  1/20/09  719
2181      Obama   1/8/2011      48         43  1/20/09  718
2182      Obama   1/7/2011      48         46  1/20/09  717
2183      Obama   1/6/2011      46         48  1/20/09  716
2184      Obama   1/5/2011      48         46  1/20/09  715
2185      Obama   1/4/2011      49         45  1/20/09  714
2186      Obama   1/3/2011      50         43  1/20/09  713
2187      Obama   1/2/2011      50         42  1/20/09  712
2188      Obama 12/29/2010      47         45  1/20/09  708
2189      Obama 12/28/2010      47         46  1/20/09  707
2190      Obama 12/27/2010      45         48  1/20/09  706
2191      Obama 12/26/2010      46         46  1/20/09  705
2192      Obama 12/23/2010      48         45  1/20/09  702
2193      Obama 12/22/2010      49         45  1/20/09  701
2194      Obama 12/20/2010      46         48  1/20/09  699
2195      Obama 12/19/2010      46         45  1/20/09  698
2196      Obama 12/18/2010      46         46  1/20/09  697
2197      Obama 12/17/2010      46         45  1/20/09  696
2198      Obama 12/16/2010      45         48  1/20/09  695
2199      Obama 12/15/2010      45         46  1/20/09  694
2200      Obama 12/14/2010      45         47  1/20/09  693
2201      Obama 12/13/2010      46         45  1/20/09  692
2202      Obama 12/12/2010      45         49  1/20/09  691
2203      Obama 12/11/2010      46         47  1/20/09  690
2204      Obama 12/10/2010      43         49  1/20/09  689
2205      Obama  12/9/2010      45         47  1/20/09  688
2206      Obama  12/7/2010      43         48  1/20/09  686
2207      Obama  12/6/2010      46         47  1/20/09  685
2208      Obama  12/5/2010      47         45  1/20/09  684
2209      Obama  12/4/2010      48         43  1/20/09  683
2210      Obama  12/3/2010      47         44  1/20/09  682
2211      Obama  12/2/2010      45         47  1/20/09  681
2212      Obama  12/1/2010      45         47  1/20/09  680
2213      Obama 11/29/2010      47         45  1/20/09  678
2214      Obama 11/28/2010      46         46  1/20/09  677
2215      Obama 11/27/2010      45         47  1/20/09  676
2216      Obama 11/26/2010      44         48  1/20/09  675
2217      Obama 11/24/2010      44         48  1/20/09  673
2218      Obama 11/23/2010      44         47  1/20/09  672
2219      Obama 11/22/2010      46         46  1/20/09  671
2220      Obama 11/21/2010      47         46  1/20/09  670
2221      Obama 11/20/2010      46         47  1/20/09  669
2222      Obama 11/19/2010      45         48  1/20/09  668
2223      Obama 11/17/2010      46         47  1/20/09  666
2224      Obama 11/16/2010      48         45  1/20/09  665
2225      Obama 11/15/2010      48         45  1/20/09  664
2226      Obama 11/14/2010      45         47  1/20/09  663
2227      Obama 11/13/2010      43         49  1/20/09  662
2228      Obama 11/12/2010      42         49  1/20/09  661
2229      Obama 11/11/2010      43         49  1/20/09  660
2230      Obama 11/10/2010      44         48  1/20/09  659
2231      Obama  11/9/2010      44         48  1/20/09  658
2232      Obama  11/8/2010      46         46  1/20/09  657
2233      Obama  11/7/2010      47         46  1/20/09  656
2234      Obama  11/6/2010      47         45  1/20/09  655
2235      Obama  11/5/2010      45         47  1/20/09  654
2236      Obama  11/4/2010      44         48  1/20/09  653
2237      Obama  11/3/2010      44         49  1/20/09  652
2238      Obama  11/2/2010      43         49  1/20/09  651
2239      Obama  11/1/2010      44         48  1/20/09  650
2240      Obama 10/31/2010      45         47  1/20/09  649
2241      Obama 10/30/2010      47         47  1/20/09  648
2242      Obama 10/29/2010      46         48  1/20/09  647
2243      Obama 10/28/2010      46         48  1/20/09  646
2244      Obama 10/27/2010      44         49  1/20/09  645
2245      Obama 10/26/2010      44         48  1/20/09  644
2246      Obama 10/25/2010      43         49  1/20/09  643
2247      Obama 10/24/2010      43         48  1/20/09  642
2248      Obama 10/23/2010      41         50  1/20/09  641
2249      Obama 10/22/2010      43         48  1/20/09  640
2250      Obama 10/21/2010      42         50  1/20/09  639
2251      Obama 10/20/2010      46         46  1/20/09  638
2252      Obama 10/19/2010      46         46  1/20/09  637
2253      Obama 10/18/2010      48         44  1/20/09  636
2254      Obama 10/17/2010      46         46  1/20/09  635
2255      Obama 10/16/2010      44         48  1/20/09  634
2256      Obama 10/15/2010      43         48  1/20/09  633
2257      Obama 10/14/2010      44         48  1/20/09  632
2258      Obama 10/13/2010      45         47  1/20/09  631
2259      Obama 10/12/2010      45         48  1/20/09  630
2260      Obama 10/11/2010      46         47  1/20/09  629
2261      Obama 10/10/2010      46         48  1/20/09  628
2262      Obama  10/9/2010      48         46  1/20/09  627
2263      Obama  10/8/2010      47         46  1/20/09  626
2264      Obama  10/6/2010      46         48  1/20/09  624
2265      Obama  10/5/2010      43         50  1/20/09  623
2266      Obama  10/4/2010      45         48  1/20/09  622
2267      Obama  10/3/2010      46         48  1/20/09  621
2268      Obama  10/2/2010      46         46  1/20/09  620
2269      Obama  10/1/2010      46         46  1/20/09  619
2270      Obama  9/30/2010      46         46  1/20/09  618
2271      Obama  9/29/2010      47         47  1/20/09  617
2272      Obama  9/28/2010      45         49  1/20/09  616
2273      Obama  9/27/2010      45         49  1/20/09  615
2274      Obama  9/26/2010      44         49  1/20/09  614
2275      Obama  9/25/2010      44         49  1/20/09  613
2276      Obama  9/24/2010      44         48  1/20/09  612
2277      Obama  9/23/2010      44         48  1/20/09  611
2278      Obama  9/22/2010      44         47  1/20/09  610
2279      Obama  9/21/2010      43         48  1/20/09  609
2280      Obama  9/20/2010      45         46  1/20/09  608
2281      Obama  9/19/2010      47         46  1/20/09  607
2282      Obama  9/18/2010      47         46  1/20/09  606
2283      Obama  9/17/2010      45         49  1/20/09  605
2284      Obama  9/16/2010      45         48  1/20/09  604
2285      Obama  9/15/2010      45         48  1/20/09  603
2286      Obama  9/14/2010      46         47  1/20/09  602
2287      Obama  9/13/2010      47         46  1/20/09  601
2288      Obama  9/12/2010      46         46  1/20/09  600
2289      Obama  9/11/2010      46         46  1/20/09  599
2290      Obama  9/10/2010      44         48  1/20/09  598
2291      Obama   9/9/2010      45         47  1/20/09  597
2292      Obama   9/8/2010      46         46  1/20/09  596
2293      Obama   9/7/2010      45         47  1/20/09  595
2294      Obama   9/6/2010      46         47  1/20/09  594
2295      Obama   9/5/2010      44         49  1/20/09  593
2296      Obama   9/4/2010      45         48  1/20/09  592
2297      Obama   9/3/2010      43         49  1/20/09  591
2298      Obama   9/2/2010      46         46  1/20/09  590
2299      Obama   9/1/2010      46         45  1/20/09  589
2300      Obama  8/31/2010      47         45  1/20/09  588
2301      Obama  8/30/2010      45         47  1/20/09  587
2302      Obama  8/29/2010      43         49  1/20/09  586
2303      Obama  8/28/2010      43         49  1/20/09  585
2304      Obama  8/27/2010      44         48  1/20/09  584
2305      Obama  8/26/2010      44         49  1/20/09  583
2306      Obama  8/25/2010      43         50  1/20/09  582
2307      Obama  8/24/2010      42         51  1/20/09  581
2308      Obama  8/23/2010      45         50  1/20/09  580
2309      Obama  8/22/2010      44         49  1/20/09  579
2310      Obama  8/21/2010      44         49  1/20/09  578
2311      Obama  8/20/2010      43         50  1/20/09  577
2312      Obama  8/19/2010      42         51  1/20/09  576
2313      Obama  8/18/2010      41         52  1/20/09  575
2314      Obama  8/17/2010      41         52  1/20/09  574
2315      Obama  8/16/2010      42         51  1/20/09  573
2316      Obama  8/15/2010      42         50  1/20/09  572
2317      Obama  8/14/2010      42         49  1/20/09  571
2318      Obama  8/13/2010      43         48  1/20/09  570
2319      Obama  8/12/2010      44         48  1/20/09  569
2320      Obama  8/11/2010      46         47  1/20/09  568
2321      Obama  8/10/2010      45         48  1/20/09  567
2322      Obama   8/9/2010      46         47  1/20/09  566
2323      Obama   8/8/2010      45         48  1/20/09  565
2324      Obama   8/7/2010      47         46  1/20/09  564
2325      Obama   8/6/2010      46         47  1/20/09  563
2326      Obama   8/5/2010      45         49  1/20/09  562
2327      Obama   8/4/2010      45         48  1/20/09  561
2328      Obama   8/3/2010      44         48  1/20/09  560
2329      Obama   8/2/2010      45         46  1/20/09  559
2330      Obama   8/1/2010      45         47  1/20/09  558
2331      Obama  7/31/2010      44         47  1/20/09  557
2332      Obama  7/30/2010      46         47  1/20/09  556
2333      Obama  7/29/2010      45         47  1/20/09  555
2334      Obama  7/28/2010      46         47  1/20/09  554
2335      Obama  7/27/2010      45         49  1/20/09  553
2336      Obama  7/26/2010      45         48  1/20/09  552
2337      Obama  7/25/2010      46         47  1/20/09  551
2338      Obama  7/24/2010      44         47  1/20/09  550
2339      Obama  7/23/2010      44         47  1/20/09  549
2340      Obama  7/22/2010      44         48  1/20/09  548
2341      Obama  7/21/2010      46         46  1/20/09  547
2342      Obama  7/20/2010      46         47  1/20/09  546
2343      Obama  7/19/2010      47         45  1/20/09  545
2344      Obama  7/18/2010      48         44  1/20/09  544
2345      Obama  7/17/2010      49         44  1/20/09  543
2346      Obama  7/16/2010      47         45  1/20/09  542
2347      Obama  7/15/2010      44         48  1/20/09  541
2348      Obama  7/14/2010      44         48  1/20/09  540
2349      Obama  7/13/2010      45         47  1/20/09  539
2350      Obama  7/12/2010      48         45  1/20/09  538
2351      Obama  7/11/2010      47         46  1/20/09  537
2352      Obama  7/10/2010      47         46  1/20/09  536
2353      Obama   7/9/2010      46         47  1/20/09  535
2354      Obama   7/8/2010      45         48  1/20/09  534
2355      Obama   7/7/2010      44         48  1/20/09  533
2356      Obama   7/6/2010      44         46  1/20/09  532
2357      Obama   7/5/2010      44         46  1/20/09  531
2358      Obama   7/3/2010      46         45  1/20/09  529
2359      Obama   7/2/2010      47         46  1/20/09  528
2360      Obama   7/1/2010      49         44  1/20/09  527
2361      Obama  6/30/2010      47         45  1/20/09  526
2362      Obama  6/29/2010      46         45  1/20/09  525
2363      Obama  6/28/2010      46         45  1/20/09  524
2364      Obama  6/27/2010      46         46  1/20/09  523
2365      Obama  6/26/2010      45         46  1/20/09  522
2366      Obama  6/25/2010      46         46  1/20/09  521
2367      Obama  6/24/2010      45         45  1/20/09  520
2368      Obama  6/23/2010      45         46  1/20/09  519
2369      Obama  6/22/2010      45         46  1/20/09  518
2370      Obama  6/21/2010      48         45  1/20/09  517
2371      Obama  6/20/2010      49         44  1/20/09  516
2372      Obama  6/19/2010      48         45  1/20/09  515
2373      Obama  6/18/2010      45         46  1/20/09  514
2374      Obama  6/17/2010      45         46  1/20/09  513
2375      Obama  6/16/2010      46         44  1/20/09  512
2376      Obama  6/15/2010      49         43  1/20/09  511
2377      Obama  6/14/2010      49         44  1/20/09  510
2378      Obama  6/13/2010      48         45  1/20/09  509
2379      Obama  6/12/2010      46         46  1/20/09  508
2380      Obama  6/11/2010      44         48  1/20/09  507
2381      Obama  6/10/2010      45         48  1/20/09  506
2382      Obama   6/9/2010      44         48  1/20/09  505
2383      Obama   6/8/2010      47         45  1/20/09  504
2384      Obama   6/7/2010      45         46  1/20/09  503
2385      Obama   6/6/2010      47         44  1/20/09  502
2386      Obama   6/5/2010      45         47  1/20/09  501
2387      Obama   6/4/2010      46         47  1/20/09  500
2388      Obama   6/3/2010      48         45  1/20/09  499
2389      Obama   6/2/2010      49         45  1/20/09  498
2390      Obama   6/1/2010      50         44  1/20/09  497
2391      Obama  5/30/2010      47         46  1/20/09  495
2392      Obama  5/29/2010      46         45  1/20/09  494
2393      Obama  5/28/2010      45         47  1/20/09  493
2394      Obama  5/27/2010      45         47  1/20/09  492
2395      Obama  5/26/2010      46         47  1/20/09  491
2396      Obama  5/25/2010      47         45  1/20/09  490
2397      Obama  5/24/2010      48         44  1/20/09  489
2398      Obama  5/23/2010      48         45  1/20/09  488
2399      Obama  5/22/2010      48         45  1/20/09  487
2400      Obama  5/20/2010      49         45  1/20/09  485
2401      Obama  5/19/2010      48         44  1/20/09  484
2402      Obama  5/18/2010      49         45  1/20/09  483
2403      Obama  5/17/2010      46         46  1/20/09  482
2404      Obama  5/16/2010      47         46  1/20/09  481
2405      Obama  5/15/2010      48         44  1/20/09  480
2406      Obama  5/14/2010      51         42  1/20/09  479
2407      Obama  5/13/2010      52         41  1/20/09  478
2408      Obama  5/12/2010      51         42  1/20/09  477
2409      Obama  5/11/2010      49         43  1/20/09  476
2410      Obama  5/10/2010      51         42  1/20/09  475
2411      Obama   5/9/2010      50         43  1/20/09  474
2412      Obama   5/8/2010      50         43  1/20/09  473
2413      Obama   5/7/2010      49         43  1/20/09  472
2414      Obama   5/6/2010      48         43  1/20/09  471
2415      Obama   5/5/2010      50         42  1/20/09  470
2416      Obama   5/4/2010      50         43  1/20/09  469
2417      Obama   5/3/2010      50         45  1/20/09  468
2418      Obama   5/2/2010      47         47  1/20/09  467
2419      Obama   5/1/2010      47         46  1/20/09  466
2420      Obama  4/30/2010      49         44  1/20/09  465
2421      Obama  4/29/2010      49         45  1/20/09  464
2422      Obama  4/27/2010      49         44  1/20/09  462
2423      Obama  4/26/2010      51         42  1/20/09  461
2424      Obama  4/25/2010      51         42  1/20/09  460
2425      Obama  4/24/2010      50         43  1/20/09  459
2426      Obama  4/23/2010      49         42  1/20/09  458
2427      Obama  4/22/2010      50         42  1/20/09  457
2428      Obama  4/21/2010      49         43  1/20/09  456
2429      Obama  4/20/2010      49         45  1/20/09  455
2430      Obama  4/19/2010      49         45  1/20/09  454
2431      Obama  4/18/2010      48         46  1/20/09  453
2432      Obama  4/17/2010      47         46  1/20/09  452
2433      Obama  4/16/2010      46         46  1/20/09  451
2434      Obama  4/15/2010      49         44  1/20/09  450
2435      Obama  4/14/2010      49         45  1/20/09  449
2436      Obama  4/13/2010      49         45  1/20/09  448
2437      Obama  4/12/2010      46         46  1/20/09  447
2438      Obama  4/11/2010      45         48  1/20/09  446
2439      Obama  4/10/2010      45         48  1/20/09  445
2440      Obama   4/9/2010      47         48  1/20/09  444
2441      Obama   4/8/2010      49         46  1/20/09  443
2442      Obama   4/7/2010      49         46  1/20/09  442
2443      Obama   4/6/2010      50         45  1/20/09  441
2444      Obama   4/5/2010      49         46  1/20/09  440
2445      Obama   4/3/2010      48         46  1/20/09  438
2446      Obama   4/2/2010      48         45  1/20/09  437
2447      Obama   4/1/2010      50         43  1/20/09  436
2448      Obama  3/31/2010      50         42  1/20/09  435
2449      Obama  3/30/2010      50         43  1/20/09  434
2450      Obama  3/29/2010      48         44  1/20/09  433
2451      Obama  3/28/2010      48         46  1/20/09  432
2452      Obama  3/27/2010      46         46  1/20/09  431
2453      Obama  3/26/2010      48         45  1/20/09  430
2454      Obama  3/25/2010      50         44  1/20/09  429
2455      Obama  3/24/2010      51         42  1/20/09  428
2456      Obama  3/23/2010      50         44  1/20/09  427
2457      Obama  3/22/2010      51         43  1/20/09  426
2458      Obama  3/21/2010      50         43  1/20/09  425
2459      Obama  3/20/2010      50         43  1/20/09  424
2460      Obama  3/18/2010      47         47  1/20/09  422
2461      Obama  3/17/2010      46         48  1/20/09  421
2462      Obama  3/16/2010      46         47  1/20/09  420
2463      Obama  3/15/2010      48         44  1/20/09  419
2464      Obama  3/14/2010      49         44  1/20/09  418
2465      Obama  3/13/2010      49         44  1/20/09  417
2466      Obama  3/12/2010      47         44  1/20/09  416
2467      Obama  3/11/2010      46         45  1/20/09  415
2468      Obama  3/10/2010      46         45  1/20/09  414
2469      Obama   3/9/2010      48         44  1/20/09  413
2470      Obama   3/8/2010      49         43  1/20/09  412
2471      Obama   3/7/2010      49         44  1/20/09  411
2472      Obama   3/6/2010      48         46  1/20/09  410
2473      Obama   3/5/2010      47         46  1/20/09  409
2474      Obama   3/4/2010      50         44  1/20/09  408
2475      Obama   3/3/2010      50         43  1/20/09  407
2476      Obama   3/2/2010      52         41  1/20/09  406
2477      Obama   3/1/2010      50         43  1/20/09  405
2478      Obama  2/28/2010      50         44  1/20/09  404
2479      Obama  2/27/2010      50         45  1/20/09  403
2480      Obama  2/26/2010      49         45  1/20/09  402
2481      Obama  2/25/2010      50         42  1/20/09  401
2482      Obama  2/24/2010      50         42  1/20/09  400
2483      Obama  2/23/2010      51         43  1/20/09  399
2484      Obama  2/22/2010      51         43  1/20/09  398
2485      Obama  2/21/2010      49         43  1/20/09  397
2486      Obama  2/20/2010      48         45  1/20/09  396
2487      Obama  2/19/2010      48         45  1/20/09  395
2488      Obama  2/18/2010      48         44  1/20/09  394
2489      Obama  2/17/2010      51         41  1/20/09  393
2490      Obama  2/16/2010      50         41  1/20/09  392
2491      Obama  2/15/2010      52         41  1/20/09  391
2492      Obama  2/14/2010      53         40  1/20/09  390
2493      Obama  2/13/2010      53         40  1/20/09  389
2494      Obama  2/12/2010      52         41  1/20/09  388
2495      Obama  2/11/2010      51         42  1/20/09  387
2496      Obama  2/10/2010      50         43  1/20/09  386
2497      Obama   2/9/2010      51         41  1/20/09  385
2498      Obama   2/8/2010      50         41  1/20/09  384
2499      Obama   2/7/2010      51         41  1/20/09  383
2500      Obama   2/6/2010      49         44  1/20/09  382
2501      Obama   2/5/2010      50         43  1/20/09  381
2502      Obama   2/4/2010      49         44  1/20/09  380
2503      Obama   2/3/2010      50         44  1/20/09  379
2504      Obama   2/2/2010      51         42  1/20/09  378
2505      Obama   2/1/2010      51         42  1/20/09  377
2506      Obama  1/31/2010      50         44  1/20/09  376
2507      Obama  1/30/2010      48         46  1/20/09  375
2508      Obama  1/29/2010      47         47  1/20/09  374
2509      Obama  1/28/2010      48         45  1/20/09  373
2510      Obama  1/27/2010      47         46  1/20/09  372
2511      Obama  1/26/2010      48         46  1/20/09  371
2512      Obama  1/25/2010      48         47  1/20/09  370
2513      Obama  1/24/2010      48         47  1/20/09  369
2514      Obama  1/23/2010      48         47  1/20/09  368
2515      Obama  1/22/2010      47         47  1/20/09  367
2516      Obama  1/21/2010      49         45  1/20/09  366
2517      Obama  1/20/2010      49         44  1/20/09  365
2518      Obama  1/19/2010      50         43  1/20/09  364
2519      Obama  1/18/2010      50         43  1/20/09  363
2520      Obama  1/17/2010      50         43  1/20/09  362
2521      Obama  1/16/2010      50         42  1/20/09  361
2522      Obama  1/15/2010      49         44  1/20/09  360
2523      Obama  1/14/2010      49         45  1/20/09  359
2524      Obama  1/13/2010      50         43  1/20/09  358
2525      Obama  1/12/2010      50         42  1/20/09  357
2526      Obama  1/11/2010      50         42  1/20/09  356
2527      Obama  1/10/2010      49         44  1/20/09  355
2528      Obama   1/9/2010      50         43  1/20/09  354
2529      Obama   1/8/2010      52         41  1/20/09  353
2530      Obama   1/7/2010      52         41  1/20/09  352
2531      Obama   1/6/2010      52         42  1/20/09  351
2532      Obama   1/5/2010      51         44  1/20/09  350
2533      Obama   1/4/2010      50         44  1/20/09  349
2534      Obama   1/3/2010      49         44  1/20/09  348
2535      Obama   1/2/2010      51         43  1/20/09  347
2536      Obama 12/30/2009      51         42  1/20/09  344
2537      Obama 12/29/2009      53         41  1/20/09  343
2538      Obama 12/28/2009      52         41  1/20/09  342
2539      Obama 12/27/2009      51         43  1/20/09  341
2540      Obama 12/23/2009      51         42  1/20/09  337
2541      Obama 12/22/2009      50         44  1/20/09  336
2542      Obama 12/21/2009      51         43  1/20/09  335
2543      Obama 12/20/2009      49         46  1/20/09  334
2544      Obama 12/19/2009      50         44  1/20/09  333
2545      Obama 12/18/2009      50         43  1/20/09  332
2546      Obama 12/17/2009      52         40  1/20/09  331
2547      Obama 12/16/2009      51         41  1/20/09  330
2548      Obama 12/15/2009      49         41  1/20/09  329
2549      Obama 12/14/2009      48         42  1/20/09  328
2550      Obama 12/13/2009      48         42  1/20/09  327
2551      Obama 12/12/2009      48         43  1/20/09  326
2552      Obama 12/11/2009      50         44  1/20/09  325
2553      Obama 12/10/2009      50         44  1/20/09  324
2554      Obama  12/7/2009      50         45  1/20/09  321
2555      Obama  12/6/2009      47         46  1/20/09  320
2556      Obama  12/5/2009      49         44  1/20/09  319
2557      Obama  12/4/2009      52         41  1/20/09  318
2558      Obama  12/3/2009      52         41  1/20/09  317
2559      Obama  12/2/2009      51         42  1/20/09  316
2560      Obama  12/1/2009      49         44  1/20/09  315
2561      Obama 11/30/2009      51         42  1/20/09  314
2562      Obama 11/29/2009      51         41  1/20/09  313
2563      Obama 11/28/2009      51         41  1/20/09  312
2564      Obama 11/27/2009      49         42  1/20/09  311
2565      Obama 11/25/2009      49         44  1/20/09  309
2566      Obama 11/24/2009      49         44  1/20/09  308
2567      Obama 11/23/2009      49         44  1/20/09  307
2568      Obama 11/22/2009      49         44  1/20/09  306
2569      Obama 11/21/2009      48         44  1/20/09  305
2570      Obama 11/20/2009      49         44  1/20/09  304
2571      Obama 11/19/2009      49         44  1/20/09  303
2572      Obama 11/18/2009      50         44  1/20/09  302
2573      Obama 11/17/2009      50         42  1/20/09  301
2574      Obama 11/16/2009      50         42  1/20/09  300
2575      Obama 11/15/2009      53         38  1/20/09  299
2576      Obama 11/14/2009      53         39  1/20/09  298
2577      Obama 11/13/2009      54         38  1/20/09  297
2578      Obama 11/12/2009      52         41  1/20/09  296
2579      Obama 11/11/2009      53         41  1/20/09  295
2580      Obama 11/10/2009      51         42  1/20/09  294
2581      Obama  11/9/2009      54         39  1/20/09  293
2582      Obama  11/8/2009      53         41  1/20/09  292
2583      Obama  11/7/2009      54         41  1/20/09  291
2584      Obama  11/6/2009      52         42  1/20/09  290
2585      Obama  11/5/2009      52         42  1/20/09  289
2586      Obama  11/4/2009      52         42  1/20/09  288
2587      Obama  11/3/2009      50         43  1/20/09  287
2588      Obama  11/2/2009      50         41  1/20/09  286
2589      Obama  11/1/2009      53         39  1/20/09  285
2590      Obama 10/31/2009      55         38  1/20/09  284
2591      Obama 10/30/2009      55         40  1/20/09  283
2592      Obama 10/29/2009      53         40  1/20/09  282
2593      Obama 10/28/2009      51         43  1/20/09  281
2594      Obama 10/27/2009      51         42  1/20/09  280
2595      Obama 10/26/2009      51         41  1/20/09  279
2596      Obama 10/25/2009      52         38  1/20/09  278
2597      Obama 10/24/2009      55         38  1/20/09  277
2598      Obama 10/23/2009      54         38  1/20/09  276
2599      Obama 10/22/2009      54         39  1/20/09  275
2600      Obama 10/21/2009      51         41  1/20/09  274
2601      Obama 10/20/2009      50         42  1/20/09  273
2602      Obama 10/19/2009      50         43  1/20/09  272
2603      Obama 10/18/2009      51         42  1/20/09  271
2604      Obama 10/17/2009      53         41  1/20/09  270
2605      Obama 10/16/2009      54         40  1/20/09  269
2606      Obama 10/15/2009      52         42  1/20/09  268
2607      Obama 10/14/2009      53         40  1/20/09  267
2608      Obama 10/13/2009      52         39  1/20/09  266
2609      Obama 10/12/2009      56         36  1/20/09  265
2610      Obama 10/11/2009      56         36  1/20/09  264
2611      Obama 10/10/2009      56         37  1/20/09  263
2612      Obama  10/9/2009      54         38  1/20/09  262
2613      Obama  10/8/2009      53         40  1/20/09  261
2614      Obama  10/7/2009      53         40  1/20/09  260
