President       Date Approve Disapprove    Inaug Days
780       Obama  1/15/2015      48         47  1/20/09 2186
781       Obama  1/14/2015      46         48  1/20/09 2185
782       Obama  1/13/2015      46         48  1/20/09 2184
783       Obama  1/12/2015      47         48  1/20/09 2183
784       Obama  1/11/2015      46         48  1/20/09 2182
785       Obama  1/10/2015      44         50  1/20/09 2181
786       Obama   1/9/2015      44         50  1/20/09 2180
787       Obama   1/8/2015      44         49  1/20/09 2179
788       Obama   1/7/2015      46         47  1/20/09 2178
789       Obama   1/6/2015      45         48  1/20/09 2177
790       Obama   1/5/2015      46         48  1/20/09 2176
791       Obama   1/4/2015      44         49  1/20/09 2175
792       Obama   1/3/2015      46         48  1/20/09 2174
793       Obama   1/2/2015      48         47  1/20/09 2173
794       Obama 12/30/2014      47         48  1/20/09 2170
795       Obama 12/29/2014      48         48  1/20/09 2169
796       Obama 12/28/2014      45         50  1/20/09 2168
797       Obama 12/27/2014      46         49  1/20/09 2167
798       Obama 12/26/2014      43         51  1/20/09 2166
799       Obama 12/23/2014      43         50  1/20/09 2163
800       Obama 12/22/2014      44         51  1/20/09 2162
801       Obama 12/21/2014      47         49  1/20/09 2161
802       Obama 12/20/2014      47         49  1/20/09 2160
803       Obama 12/19/2014      45         50  1/20/09 2159
804       Obama 12/18/2014      43         52  1/20/09 2158
805       Obama 12/17/2014      42         52  1/20/09 2157
806       Obama 12/16/2014      42         52  1/20/09 2156
807       Obama 12/15/2014      43         52  1/20/09 2155
808       Obama 12/14/2014      44         51  1/20/09 2154
809       Obama 12/13/2014      43         52  1/20/09 2153
810       Obama 12/12/2014      44         51  1/20/09 2152
811       Obama 12/10/2014      42         53  1/20/09 2150
812       Obama  12/9/2014      44         51  1/20/09 2149
813       Obama  12/8/2014      44         52  1/20/09 2148
814       Obama  12/7/2014      44         51  1/20/09 2147
815       Obama  12/6/2014      43         51  1/20/09 2146
816       Obama  12/5/2014      41         52  1/20/09 2145
817       Obama  12/3/2014      42         52  1/20/09 2143
818       Obama  12/2/2014      41         53  1/20/09 2142
819       Obama  12/1/2014      45         50  1/20/09 2141
820       Obama 11/30/2014      45         50  1/20/09 2140
821       Obama 11/29/2014      44         51  1/20/09 2139
822       Obama 11/28/2014      43         53  1/20/09 2138
823       Obama 11/26/2014      41         54  1/20/09 2136
824       Obama 11/25/2014      44         52  1/20/09 2135
825       Obama 11/24/2014      43         52  1/20/09 2134
826       Obama 11/23/2014      43         52  1/20/09 2133
827       Obama 11/22/2014      42         54  1/20/09 2132
828       Obama 11/21/2014      41         55  1/20/09 2131
829       Obama 11/20/2014      41         54  1/20/09 2130
830       Obama 11/19/2014      42         53  1/20/09 2129
831       Obama 11/18/2014      42         52  1/20/09 2128
832       Obama 11/17/2014      43         51  1/20/09 2127
833       Obama 11/16/2014      44         51  1/20/09 2126
834       Obama 11/15/2014      44         51  1/20/09 2125
835       Obama 11/14/2014      42         53  1/20/09 2124
836       Obama 11/13/2014      42         52  1/20/09 2123
837       Obama 11/12/2014      41         53  1/20/09 2122
838       Obama 11/11/2014      42         52  1/20/09 2121
839       Obama 11/10/2014      39         56  1/20/09 2120
840       Obama  11/9/2014      40         55  1/20/09 2119
841       Obama  11/8/2014      39         56  1/20/09 2118
842       Obama  11/7/2014      40         55  1/20/09 2117
843       Obama  11/6/2014      41         54  1/20/09 2116
844       Obama  11/5/2014      41         53  1/20/09 2115
845       Obama  11/4/2014      43         51  1/20/09 2114
846       Obama  11/3/2014      42         53  1/20/09 2113
847       Obama  11/2/2014      41         54  1/20/09 2112
848       Obama  11/1/2014      40         54  1/20/09 2111
849       Obama 10/30/2014      41         54  1/20/09 2109
850       Obama 10/29/2014      43         52  1/20/09 2108
851       Obama 10/28/2014      42         53  1/20/09 2107
852       Obama 10/27/2014      42         53  1/20/09 2106
853       Obama 10/26/2014      42         52  1/20/09 2105
854       Obama 10/25/2014      43         52  1/20/09 2104
855       Obama 10/24/2014      43         53  1/20/09 2103
856       Obama 10/23/2014      42         54  1/20/09 2102
857       Obama 10/22/2014      40         54  1/20/09 2101
858       Obama 10/21/2014      41         54  1/20/09 2100
859       Obama 10/20/2014      40         54  1/20/09 2099
860       Obama 10/19/2014      40         55  1/20/09 2098
861       Obama 10/18/2014      40         55  1/20/09 2097
862       Obama 10/17/2014      42         53  1/20/09 2096
863       Obama 10/16/2014      43         51  1/20/09 2095
864       Obama 10/15/2014      42         52  1/20/09 2094
865       Obama 10/14/2014      40         55  1/20/09 2093
866       Obama 10/13/2014      41         54  1/20/09 2092
867       Obama 10/12/2014      42         53  1/20/09 2091
868       Obama 10/11/2014      42         54  1/20/09 2090
869       Obama 10/10/2014      39         57  1/20/09 2089
870       Obama  10/9/2014      39         56  1/20/09 2088
871       Obama  10/8/2014      40         55  1/20/09 2087
872       Obama  10/7/2014      44         51  1/20/09 2086
873       Obama  10/6/2014      44         50  1/20/09 2085
874       Obama  10/5/2014      44         50  1/20/09 2084
875       Obama  10/4/2014      42         53  1/20/09 2083
876       Obama  10/3/2014      41         55  1/20/09 2082
877       Obama  10/2/2014      42         54  1/20/09 2081
878       Obama  10/1/2014      42         54  1/20/09 2080
879       Obama  9/30/2014      44         52  1/20/09 2079
880       Obama  9/29/2014      43         52  1/20/09 2078
881       Obama  9/28/2014      43         52  1/20/09 2077
882       Obama  9/26/2014      42         53  1/20/09 2075
883       Obama  9/25/2014      42         52  1/20/09 2074
884       Obama  9/24/2014      42         53  1/20/09 2073
885       Obama  9/23/2014      44         51  1/20/09 2072
886       Obama  9/22/2014      44         51  1/20/09 2071
887       Obama  9/21/2014      45         50  1/20/09 2070
888       Obama  9/20/2014      42         53  1/20/09 2069
889       Obama  9/19/2014      40         55  1/20/09 2068
890       Obama  9/18/2014      42         53  1/20/09 2067
891       Obama  9/17/2014      42         53  1/20/09 2066
892       Obama  9/16/2014      43         53  1/20/09 2065
893       Obama  9/15/2014      41         55  1/20/09 2064
894       Obama  9/14/2014      41         54  1/20/09 2063
895       Obama  9/13/2014      41         54  1/20/09 2062
896       Obama  9/12/2014      40         54  1/20/09 2061
897       Obama  9/11/2014      41         54  1/20/09 2060
898       Obama  9/10/2014      40         54  1/20/09 2059
899       Obama   9/9/2014      42         52  1/20/09 2058
900       Obama   9/8/2014      42         52  1/20/09 2057
901       Obama   9/7/2014      42         53  1/20/09 2056
902       Obama   9/6/2014      40         53  1/20/09 2055
903       Obama   9/5/2014      38         54  1/20/09 2054
904       Obama   9/3/2014      38         54  1/20/09 2052
905       Obama   9/2/2014      39         54  1/20/09 2051
906       Obama   9/1/2014      42         52  1/20/09 2050
907       Obama  8/31/2014      42         51  1/20/09 2049
908       Obama  8/30/2014      42         51  1/20/09 2048
909       Obama  8/29/2014      41         52  1/20/09 2047
910       Obama  8/28/2014      41         53  1/20/09 2046
911       Obama  8/27/2014      40         54  1/20/09 2045
912       Obama  8/26/2014      41         53  1/20/09 2044
913       Obama  8/25/2014      42         51  1/20/09 2043
914       Obama  8/24/2014      42         51  1/20/09 2042
915       Obama  8/23/2014      40         52  1/20/09 2041
916       Obama  8/22/2014      41         53  1/20/09 2040
917       Obama  8/21/2014      43         50  1/20/09 2039
918       Obama  8/20/2014      44         50  1/20/09 2038
919       Obama  8/19/2014      43         51  1/20/09 2037
920       Obama  8/18/2014      42         51  1/20/09 2036
921       Obama  8/17/2014      41         53  1/20/09 2035
922       Obama  8/16/2014      41         53  1/20/09 2034
923       Obama  8/15/2014      41         53  1/20/09 2033
924       Obama  8/14/2014      42         51  1/20/09 2032
925       Obama  8/13/2014      40         53  1/20/09 2031
926       Obama  8/12/2014      42         53  1/20/09 2030
927       Obama  8/11/2014      41         55  1/20/09 2029
928       Obama  8/10/2014      43         52  1/20/09 2028
929       Obama   8/8/2014      43         51  1/20/09 2026
930       Obama   8/7/2014      44         50  1/20/09 2025
931       Obama   8/6/2014      41         53  1/20/09 2024
932       Obama   8/5/2014      41         53  1/20/09 2023
933       Obama   8/4/2014      42         53  1/20/09 2022
934       Obama   8/3/2014      42         53  1/20/09 2021
935       Obama   8/2/2014      41         54  1/20/09 2020
936       Obama   8/1/2014      42         53  1/20/09 2019
937       Obama  7/31/2014      42         53  1/20/09 2018
938       Obama  7/30/2014      41         54  1/20/09 2017
939       Obama  7/29/2014      39         55  1/20/09 2016
940       Obama  7/28/2014      40         54  1/20/09 2015
941       Obama  7/27/2014      41         52  1/20/09 2014
942       Obama  7/26/2014      40         52  1/20/09 2013
943       Obama  7/25/2014      40         53  1/20/09 2012
944       Obama  7/24/2014      39         54  1/20/09 2011
945       Obama  7/23/2014      42         52  1/20/09 2010
946       Obama  7/22/2014      42         51  1/20/09 2009
947       Obama  7/21/2014      44         49  1/20/09 2008
948       Obama  7/20/2014      44         50  1/20/09 2007
949       Obama  7/19/2014      44         52  1/20/09 2006
950       Obama  7/18/2014      43         53  1/20/09 2005
951       Obama  7/17/2014      42         53  1/20/09 2004
952       Obama  7/16/2014      42         52  1/20/09 2003
953       Obama  7/15/2014      43         51  1/20/09 2002
954       Obama  7/14/2014      44         51  1/20/09 2001
955       Obama  7/13/2014      43         52  1/20/09 2000
956       Obama  7/12/2014      42         53  1/20/09 1999
957       Obama  7/11/2014      42         53  1/20/09 1998
958       Obama  7/10/2014      41         55  1/20/09 1997
959       Obama   7/9/2014      42         53  1/20/09 1996
960       Obama   7/8/2014      42         54  1/20/09 1995
961       Obama   7/7/2014      44         51  1/20/09 1994
962       Obama   7/6/2014      44         52  1/20/09 1993
963       Obama   7/5/2014      45         51  1/20/09 1992
964       Obama   7/3/2014      43         52  1/20/09 1990
965       Obama   7/2/2014      41         53  1/20/09 1989
966       Obama   7/1/2014      40         54  1/20/09 1988
967       Obama  6/30/2014      41         53  1/20/09 1987
968       Obama  6/29/2014      42         52  1/20/09 1986
969       Obama  6/28/2014      43         51  1/20/09 1985
970       Obama  6/27/2014      43         51  1/20/09 1984
971       Obama  6/26/2014      42         52  1/20/09 1983
972       Obama  6/25/2014      42         52  1/20/09 1982
973       Obama  6/24/2014      42         53  1/20/09 1981
974       Obama  6/23/2014      42         53  1/20/09 1980
975       Obama  6/22/2014      40         55  1/20/09 1979
976       Obama  6/21/2014      41         54  1/20/09 1978
977       Obama  6/20/2014      40         54  1/20/09 1977
978       Obama  6/19/2014      41         54  1/20/09 1976
979       Obama  6/18/2014      41         55  1/20/09 1975
980       Obama  6/17/2014      41         54  1/20/09 1974
981       Obama  6/16/2014      41         53  1/20/09 1973
982       Obama  6/15/2014      41         53  1/20/09 1972
983       Obama  6/14/2014      40         55  1/20/09 1971
984       Obama  6/13/2014      41         54  1/20/09 1970
985       Obama  6/12/2014      43         51  1/20/09 1969
986       Obama  6/11/2014      45         49  1/20/09 1968
987       Obama  6/10/2014      46         47  1/20/09 1967
988       Obama   6/9/2014      44         50  1/20/09 1966
989       Obama   6/8/2014      45         49  1/20/09 1965
990       Obama   6/7/2014      43         51  1/20/09 1964
991       Obama   6/6/2014      44         50  1/20/09 1963
992       Obama   6/5/2014      43         51  1/20/09 1962
993       Obama   6/4/2014      43         51  1/20/09 1961
994       Obama   6/2/2014      43         52  1/20/09 1959
995       Obama   6/1/2014      44         51  1/20/09 1958
996       Obama  5/31/2014      44         52  1/20/09 1957
997       Obama  5/30/2014      44         52  1/20/09 1956
998       Obama  5/29/2014      45         51  1/20/09 1955
999       Obama  5/28/2014      45         50  1/20/09 1954
1000      Obama  5/27/2014      45         50  1/20/09 1953
1001      Obama  5/26/2014      44         52  1/20/09 1952
1002      Obama  5/25/2014      44         52  1/20/09 1951
1003      Obama  5/24/2014      42         54  1/20/09 1950
1004      Obama  5/23/2014      44         51  1/20/09 1949
1005      Obama  5/22/2014      44         51  1/20/09 1948
1006      Obama  5/21/2014      45         49  1/20/09 1947
1007      Obama  5/20/2014      42         52  1/20/09 1946
1008      Obama  5/19/2014      42         53  1/20/09 1945
1009      Obama  5/18/2014      43         52  1/20/09 1944
1010      Obama  5/17/2014      44         51  1/20/09 1943
1011      Obama  5/16/2014      46         48  1/20/09 1942
1012      Obama  5/15/2014      44         49  1/20/09 1941
1013      Obama  5/14/2014      44         50  1/20/09 1940
1014      Obama  5/13/2014      45         49  1/20/09 1939
1015      Obama  5/12/2014      46         49  1/20/09 1938
1016      Obama  5/11/2014      44         50  1/20/09 1937
1017      Obama  5/10/2014      45         50  1/20/09 1936
1018      Obama   5/9/2014      45         50  1/20/09 1935
1019      Obama   5/8/2014      47         48  1/20/09 1934
1020      Obama   5/7/2014      44         51  1/20/09 1933
1021      Obama   5/6/2014      45         50  1/20/09 1932
1022      Obama   5/5/2014      43         52  1/20/09 1931
1023      Obama   5/4/2014      44         51  1/20/09 1930
1024      Obama   5/3/2014      42         53  1/20/09 1929
1025      Obama   5/2/2014      43         51  1/20/09 1928
1026      Obama   5/1/2014      45         49  1/20/09 1927
1027      Obama  4/30/2014      46         49  1/20/09 1926
1028      Obama  4/29/2014      43         52  1/20/09 1925
1029      Obama  4/28/2014      44         52  1/20/09 1924
1030      Obama  4/27/2014      43         52  1/20/09 1923
1031      Obama  4/26/2014      45         50  1/20/09 1922
1032      Obama  4/25/2014      44         51  1/20/09 1921
1033      Obama  4/24/2014      44         50  1/20/09 1920
1034      Obama  4/23/2014      45         49  1/20/09 1919
1035      Obama  4/22/2014      45         49  1/20/09 1918
1036      Obama  4/21/2014      46         48  1/20/09 1917
1037      Obama  4/19/2014      45         49  1/20/09 1915
1038      Obama  4/18/2014      45         49  1/20/09 1914
1039      Obama  4/17/2014      43         50  1/20/09 1913
1040      Obama  4/16/2014      42         51  1/20/09 1912
1041      Obama  4/15/2014      42         52  1/20/09 1911
1042      Obama  4/14/2014      43         51  1/20/09 1910
1043      Obama  4/13/2014      44         50  1/20/09 1909
1044      Obama  4/12/2014      43         51  1/20/09 1908
1045      Obama  4/11/2014      43         51  1/20/09 1907
1046      Obama  4/10/2014      42         52  1/20/09 1906
1047      Obama   4/9/2014      42         52  1/20/09 1905
1048      Obama   4/8/2014      44         51  1/20/09 1904
1049      Obama   4/7/2014      44         51  1/20/09 1903
1050      Obama   4/6/2014      44         52  1/20/09 1902
1051      Obama   4/5/2014      42         53  1/20/09 1901
1052      Obama   4/4/2014      43         53  1/20/09 1900
1053      Obama   4/3/2014      45         50  1/20/09 1899
1054      Obama   4/2/2014      45         50  1/20/09 1898
1055      Obama   4/1/2014      44         50  1/20/09 1897
1056      Obama  3/31/2014      44         51  1/20/09 1896
1057      Obama  3/30/2014      45         50  1/20/09 1895
1058      Obama  3/29/2014      43         52  1/20/09 1894
1059      Obama  3/28/2014      43         52  1/20/09 1893
1060      Obama  3/27/2014      40         54  1/20/09 1892
1061      Obama  3/26/2014      42         53  1/20/09 1891
1062      Obama  3/25/2014      42         52  1/20/09 1890
1063      Obama  3/24/2014      45         50  1/20/09 1889
1064      Obama  3/23/2014      44         51  1/20/09 1888
1065      Obama  3/22/2014      43         53  1/20/09 1887
1066      Obama  3/21/2014      40         55  1/20/09 1886
1067      Obama  3/20/2014      43         52  1/20/09 1885
1068      Obama  3/19/2014      45         49  1/20/09 1884
1069      Obama  3/18/2014      45         49  1/20/09 1883
1070      Obama  3/17/2014      41         52  1/20/09 1882
1071      Obama  3/16/2014      40         55  1/20/09 1881
1072      Obama  3/15/2014      40         54  1/20/09 1880
1073      Obama  3/14/2014      39         55  1/20/09 1879
1074      Obama  3/13/2014      40         54  1/20/09 1878
1075      Obama  3/12/2014      41         54  1/20/09 1877
1076      Obama  3/11/2014      43         52  1/20/09 1876
1077      Obama  3/10/2014      45         51  1/20/09 1875
1078      Obama   3/9/2014      45         51  1/20/09 1874
1079      Obama   3/8/2014      45         51  1/20/09 1873
1080      Obama   3/6/2014      42         55  1/20/09 1871
1081      Obama   3/5/2014      41         55  1/20/09 1870
1082      Obama   3/4/2014      42         54  1/20/09 1869
1083      Obama   3/3/2014      43         52  1/20/09 1868
1084      Obama   3/2/2014      42         54  1/20/09 1867
1085      Obama   3/1/2014      40         56  1/20/09 1866
1086      Obama  2/28/2014      40         56  1/20/09 1865
1087      Obama  2/27/2014      42         54  1/20/09 1864
1088      Obama  2/26/2014      42         54  1/20/09 1863
1089      Obama  2/25/2014      43         54  1/20/09 1862
1090      Obama  2/24/2014      44         53  1/20/09 1861
1091      Obama  2/23/2014      44         52  1/20/09 1860
1092      Obama  2/22/2014      44         51  1/20/09 1859
1093      Obama  2/21/2014      44         51  1/20/09 1858
1094      Obama  2/20/2014      45         50  1/20/09 1857
1095      Obama  2/19/2014      46         50  1/20/09 1856
1096      Obama  2/18/2014      44         50  1/20/09 1855
1097      Obama  2/17/2014      42         52  1/20/09 1854
1098      Obama  2/16/2014      41         53  1/20/09 1853
1099      Obama  2/15/2014      41         53  1/20/09 1852
1100      Obama  2/14/2014      40         52  1/20/09 1851
1101      Obama  2/13/2014      40         52  1/20/09 1850
1102      Obama  2/12/2014      39         51  1/20/09 1849
1103      Obama  2/11/2014      40         51  1/20/09 1848
1104      Obama  2/10/2014      42         50  1/20/09 1847
1105      Obama   2/9/2014      42         51  1/20/09 1846
1106      Obama   2/8/2014      41         51  1/20/09 1845
1107      Obama   2/7/2014      39         52  1/20/09 1844
1108      Obama   2/6/2014      40         51  1/20/09 1843
1109      Obama   2/5/2014      41         50  1/20/09 1842
1110      Obama   2/3/2014      40         51  1/20/09 1840
1111      Obama   2/1/2014      41         51  1/20/09 1838
1112      Obama  1/31/2014      42         51  1/20/09 1837
1113      Obama  1/30/2014      43         50  1/20/09 1836
1114      Obama  1/29/2014      42         49  1/20/09 1835
1115      Obama  1/28/2014      41         50  1/20/09 1834
1116      Obama  1/27/2014      41         50  1/20/09 1833
1117      Obama  1/26/2014      41         52  1/20/09 1832
1118      Obama  1/25/2014      42         51  1/20/09 1831
1119      Obama  1/24/2014      43         50  1/20/09 1830
1120      Obama  1/23/2014      43         49  1/20/09 1829
1121      Obama  1/22/2014      42         49  1/20/09 1828
1122      Obama  1/21/2014      42         49  1/20/09 1827
1123      Obama  1/20/2014      41         50  1/20/09 1826
1124      Obama  1/19/2014      40         51  1/20/09 1825
1125      Obama  1/18/2014      40         52  1/20/09 1824
1126      Obama  1/17/2014      39         53  1/20/09 1823
1127      Obama  1/16/2014      39         53  1/20/09 1822
1128      Obama  1/15/2014      39         53  1/20/09 1821
1129      Obama  1/14/2014      40         52  1/20/09 1820
1130      Obama  1/13/2014      40         53  1/20/09 1819
1131      Obama  1/12/2014      42         51  1/20/09 1818
1132      Obama  1/11/2014      43         51  1/20/09 1817
1133      Obama  1/10/2014      42         50  1/20/09 1816
1134      Obama   1/9/2014      42         50  1/20/09 1815
1135      Obama   1/8/2014      41         51  1/20/09 1814
1136      Obama   1/7/2014      41         52  1/20/09 1813
1137      Obama   1/6/2014      41         53  1/20/09 1812
1138      Obama   1/5/2014      41         53  1/20/09 1811
1139      Obama   1/4/2014      40         53  1/20/09 1810
1140      Obama   1/3/2014      40         53  1/20/09 1809
1141      Obama   1/2/2014      42         50  1/20/09 1808
1142      Obama 12/29/2013      44         49  1/20/09 1804
1143      Obama 12/28/2013      44         49  1/20/09 1803
1144      Obama 12/27/2013      42         52  1/20/09 1802
1145      Obama 12/26/2013      40         53  1/20/09 1801
1146      Obama 12/23/2013      39         54  1/20/09 1798
1147      Obama 12/22/2013      40         53  1/20/09 1797
1148      Obama 12/21/2013      40         53  1/20/09 1796
1149      Obama 12/20/2013      40         52  1/20/09 1795
1150      Obama 12/19/2013      40         52  1/20/09 1794
1151      Obama 12/18/2013      41         51  1/20/09 1793
1152      Obama 12/17/2013      42         50  1/20/09 1792
1153      Obama 12/16/2013      41         50  1/20/09 1791
1154      Obama 12/15/2013      41         50  1/20/09 1790
1155      Obama 12/14/2013      41         51  1/20/09 1789
1156      Obama 12/13/2013      41         50  1/20/09 1788
1157      Obama 12/12/2013      42         49  1/20/09 1787
1158      Obama 12/11/2013      42         49  1/20/09 1786
1159      Obama 12/10/2013      41         49  1/20/09 1785
1160      Obama  12/9/2013      40         51  1/20/09 1784
1161      Obama  12/8/2013      41         50  1/20/09 1783
1162      Obama  12/6/2013      42         51  1/20/09 1781
1163      Obama  12/5/2013      43         50  1/20/09 1780
1164      Obama  12/4/2013      42         51  1/20/09 1779
1165      Obama  12/3/2013      41         51  1/20/09 1778
1166      Obama  12/2/2013      40         53  1/20/09 1777
1167      Obama  12/1/2013      41         52  1/20/09 1776
1168      Obama 11/30/2013      42         52  1/20/09 1775
1169      Obama 11/29/2013      42         51  1/20/09 1774
1170      Obama 11/27/2013      42         52  1/20/09 1772
1171      Obama 11/26/2013      44         51  1/20/09 1771
1172      Obama 11/25/2013      42         52  1/20/09 1770
1173      Obama 11/24/2013      41         52  1/20/09 1769
1174      Obama 11/23/2013      39         53  1/20/09 1768
1175      Obama 11/22/2013      40         53  1/20/09 1767
1176      Obama 11/21/2013      39         54  1/20/09 1766
1177      Obama 11/19/2013      40         53  1/20/09 1764
1178      Obama 11/18/2013      41         53  1/20/09 1763
1179      Obama 11/17/2013      41         53  1/20/09 1762
1180      Obama 11/16/2013      41         53  1/20/09 1761
1181      Obama 11/15/2013      40         53  1/20/09 1760
1182      Obama 11/14/2013      42         52  1/20/09 1759
1183      Obama 11/13/2013      42         52  1/20/09 1758
1184      Obama 11/12/2013      42         52  1/20/09 1757
1185      Obama 11/11/2013      40         54  1/20/09 1756
1186      Obama 11/10/2013      40         54  1/20/09 1755
1187      Obama  11/9/2013      41         53  1/20/09 1754
1188      Obama  11/8/2013      42         51  1/20/09 1753
1189      Obama  11/7/2013      43         50  1/20/09 1752
1190      Obama  11/6/2013      42         51  1/20/09 1751
1191      Obama  11/5/2013      40         53  1/20/09 1750
1192      Obama  11/4/2013      39         53  1/20/09 1749
1193      Obama  11/3/2013      40         53  1/20/09 1748
1194      Obama  11/2/2013      40         53  1/20/09 1747
1195      Obama  11/1/2013      41         51  1/20/09 1746
1196      Obama 10/30/2013      41         51  1/20/09 1744
1197      Obama 10/29/2013      42         50  1/20/09 1743
1198      Obama 10/28/2013      44         49  1/20/09 1742
1199      Obama 10/27/2013      44         49  1/20/09 1741
1200      Obama 10/26/2013      44         50  1/20/09 1740
1201      Obama 10/25/2013      42         51  1/20/09 1739
1202      Obama 10/24/2013      42         52  1/20/09 1738
1203      Obama 10/23/2013      43         50  1/20/09 1737
1204      Obama 10/22/2013      43         51  1/20/09 1736
1205      Obama 10/21/2013      44         50  1/20/09 1735
1206      Obama 10/20/2013      43         51  1/20/09 1734
1207      Obama 10/19/2013      44         50  1/20/09 1733
1208      Obama 10/18/2013      42         51  1/20/09 1732
1209      Obama 10/17/2013      43         50  1/20/09 1731
1210      Obama 10/16/2013      42         52  1/20/09 1730
1211      Obama 10/15/2013      43         51  1/20/09 1729
1212      Obama 10/14/2013      42         51  1/20/09 1728
1213      Obama 10/13/2013      41         53  1/20/09 1727
1214      Obama 10/12/2013      41         53  1/20/09 1726
1215      Obama 10/11/2013      42         52  1/20/09 1725
1216      Obama 10/10/2013      43         51  1/20/09 1724
1217      Obama 10/10/2013      43         51  1/20/09 1724
1218      Obama  10/9/2013      43         50  1/20/09 1723
1219      Obama  10/8/2013      44         51  1/20/09 1722
1220      Obama  10/7/2013      46         48  1/20/09 1721
1221      Obama  10/6/2013      45         49  1/20/09 1720
1222      Obama  10/5/2013      43         49  1/20/09 1719
1223      Obama  10/4/2013      41         52  1/20/09 1718
1224      Obama  10/3/2013      41         52  1/20/09 1717
1225      Obama  10/2/2013      44         50  1/20/09 1716
1226      Obama  10/1/2013      45         48  1/20/09 1715
1227      Obama  9/30/2013      45         48  1/20/09 1714
1228      Obama  9/29/2013      44         48  1/20/09 1713
1229      Obama  9/28/2013      43         50  1/20/09 1712
1230      Obama  9/27/2013      43         50  1/20/09 1711
1231      Obama  9/26/2013      44         49  1/20/09 1710
1232      Obama  9/25/2013      47         46  1/20/09 1709
1233      Obama  9/24/2013      46         47  1/20/09 1708
1234      Obama  9/23/2013      46         47  1/20/09 1707
1235      Obama  9/22/2013      45         47  1/20/09 1706
1236      Obama  9/21/2013      47         45  1/20/09 1705
1237      Obama  9/20/2013      45         45  1/20/09 1704
1238      Obama  9/19/2013      44         47  1/20/09 1703
1239      Obama  9/18/2013      45         47  1/20/09 1702
1240      Obama  9/17/2013      45         47  1/20/09 1701
1241      Obama  9/16/2013      45         46  1/20/09 1700
1242      Obama  9/15/2013      45         45  1/20/09 1699
1243      Obama  9/14/2013      44         46  1/20/09 1698
1244      Obama  9/13/2013      44         46  1/20/09 1697
1245      Obama  9/12/2013      45         47  1/20/09 1696
1246      Obama  9/11/2013      44         47  1/20/09 1695
1247      Obama  9/10/2013      45         47  1/20/09 1694
1248      Obama   9/9/2013      43         48  1/20/09 1693
1249      Obama   9/8/2013      43         48  1/20/09 1692
1250      Obama   9/7/2013      42         48  1/20/09 1691
1251      Obama   9/6/2013      43         48  1/20/09 1690
1252      Obama   9/5/2013      43         49  1/20/09 1689
1253      Obama   9/4/2013      45         48  1/20/09 1688
1254      Obama   9/3/2013      43         49  1/20/09 1687
1255      Obama   9/2/2013      44         47  1/20/09 1686
1256      Obama   9/1/2013      43         48  1/20/09 1685
1257      Obama  8/31/2013      45         48  1/20/09 1684
1258      Obama  8/30/2013      45         47  1/20/09 1683
1259      Obama  8/29/2013      46         47  1/20/09 1682
1260      Obama  8/28/2013      45         47  1/20/09 1681
1261      Obama  8/27/2013      44         48  1/20/09 1680
1262      Obama  8/26/2013      42         49  1/20/09 1679
1263      Obama  8/25/2013      45         47  1/20/09 1678
1264      Obama  8/24/2013      47         46  1/20/09 1677
1265      Obama  8/23/2013      49         43  1/20/09 1676
1266      Obama  8/22/2013      48         44  1/20/09 1675
1267      Obama  8/21/2013      47         46  1/20/09 1674
1268      Obama  8/20/2013      46         46  1/20/09 1673
1269      Obama  8/19/2013      47         45  1/20/09 1672
1270      Obama  8/18/2013      48         43  1/20/09 1671
1271      Obama  8/17/2013      46         45  1/20/09 1670
1272      Obama  8/16/2013      46         45  1/20/09 1669
1273      Obama  8/15/2013      45         47  1/20/09 1668
1274      Obama  8/14/2013      46         47  1/20/09 1667
1275      Obama  8/13/2013      46         47  1/20/09 1666
1276      Obama  8/12/2013      46         47  1/20/09 1665
1277      Obama  8/11/2013      44         49  1/20/09 1664
1278      Obama  8/10/2013      42         50  1/20/09 1663
1279      Obama   8/9/2013      41         50  1/20/09 1662
1280      Obama   8/8/2013      44         46  1/20/09 1661
1281      Obama   8/7/2013      45         46  1/20/09 1660
1282      Obama   8/6/2013      46         45  1/20/09 1659
1283      Obama   8/5/2013      44         47  1/20/09 1658
1284      Obama   8/4/2013      44         48  1/20/09 1657
1285      Obama   8/3/2013      44         48  1/20/09 1656
1286      Obama   8/2/2013      45         48  1/20/09 1655
1287      Obama   8/1/2013      44         49  1/20/09 1654
1288      Obama  7/31/2013      45         48  1/20/09 1653
1289      Obama  7/30/2013      46         47  1/20/09 1652
1290      Obama  7/29/2013      46         46  1/20/09 1651
1291      Obama  7/28/2013      45         47  1/20/09 1650
1292      Obama  7/27/2013      46         47  1/20/09 1649
1293      Obama  7/26/2013      46         47  1/20/09 1648
1294      Obama  7/25/2013      47         46  1/20/09 1647
1295      Obama  7/24/2013      45         47  1/20/09 1646
1296      Obama  7/23/2013      46         46  1/20/09 1645
1297      Obama  7/22/2013      46         45  1/20/09 1644
1298      Obama  7/21/2013      48         44  1/20/09 1643
1299      Obama  7/20/2013      48         44  1/20/09 1642
1300      Obama  7/19/2013      48         46  1/20/09 1641
1301      Obama  7/18/2013      47         47  1/20/09 1640
1302      Obama  7/16/2013      46         48  1/20/09 1638
1303      Obama  7/15/2013      45         48  1/20/09 1637
1304      Obama  7/14/2013      45         47  1/20/09 1636
